Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10,Aggregated
79,0.4862,0.5133,0.4093,0.4455,0.4536,0.4842,0.4932,0.5084,0.5149,0.5013,0.6163
80,0.4779,0.5211,0.4442,0.4771,0.4508,0.4674,0.484,0.5195,0.5262,0.5145,0.6163
81,0.4469,0.5158,0.4449,0.4676,0.4633,0.4782,0.4885,0.4925,0.521,0.4996,0.6171
82,0.4637,0.5216,0.4517,0.4811,0.4568,0.4929,0.5016,0.5179,0.5389,0.5186,0.6157
83,0.4815,0.5383,0.4404,0.4566,0.4797,0.4871,0.4796,0.5172,0.5167,0.4986,0.6195
84,0.4918,0.496,0.4405,0.4614,0.454,0.4682,0.5084,0.4982,0.5152,0.4663,0.6178
85,0.4778,0.5195,0.4485,0.4349,0.4638,0.4806,0.4883,0.514,0.5078,0.5147,0.6177
86,0.4979,0.5292,0.4308,0.4645,0.4377,0.4727,0.489,0.5243,0.5313,0.4819,0.6183
87,0.4796,0.5147,0.4343,0.4536,0.4554,0.476,0.4619,0.5171,0.4993,0.474,0.6199
88,0.4865,0.5276,0.4367,0.4343,0.4566,0.4871,0.4795,0.497,0.5127,0.4949,0.618
89,0.4894,0.5131,0.4345,0.4717,0.4907,0.4864,0.4947,0.5003,0.5154,0.5003,0.6182
90,0.4873,0.5136,0.4454,0.4653,0.4764,0.4891,0.5004,0.5123,0.5264,0.4989,0.618
91,0.489,0.5038,0.4451,0.4708,0.455,0.4918,0.5183,0.5123,0.5075,0.492,0.6202
92,0.4977,0.5056,0.4406,0.4879,0.4743,0.4842,0.5071,0.5165,0.5282,0.5077,0.6194
93,0.4688,0.5084,0.4605,0.4719,0.476,0.4751,0.5109,0.5161,0.5136,0.5039,0.6162
94,0.49,0.5023,0.4681,0.4577,0.4591,0.4873,0.4987,0.5224,0.5338,0.4806,0.6143
95,0.4568,0.5197,0.4274,0.4718,0.4489,0.4887,0.5119,0.4949,0.5247,0.4945,0.6172
96,0.4994,0.521,0.4556,0.4574,0.4865,0.4946,0.4879,0.5143,0.522,0.4871,0.619
97,0.501,0.5039,0.4573,0.4813,0.4872,0.4801,0.4939,0.5164,0.5314,0.5134,0.6155
98,0.4515,0.5143,0.4566,0.4748,0.4494,0.4839,0.5076,0.4972,0.5393,0.5095,0.6152
99,0.4865,0.539,0.4453,0.4744,0.4935,0.4749,0.4732,0.5206,0.5284,0.517,0.6147
100,0.4897,0.5021,0.4312,0.475,0.4478,0.4757,0.4963,0.515,0.5238,0.5064,0.6164
