Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10,Aggregated
32,0.1025,0.1194,0.1203,0.1297,0.1026,0.1346,0.1443,0.1194,0.3572,0.3314,0.4622
33,0.137,0.1274,0.1205,0.1112,0.1123,0.1016,0.1086,0.1007,0.3566,0.3603,0.4733
34,0.1026,0.1368,0.103,0.1034,0.1088,0.1044,0.1135,0.1035,0.3587,0.3615,0.4722
35,0.1263,0.1181,0.1017,0.1195,0.1,0.1071,0.1151,0.1036,0.3573,0.3573,0.4726
36,0.1091,0.1125,0.1014,0.1284,0.1033,0.1407,0.1362,0.1158,0.3616,0.3649,0.4759
37,0.1137,0.1297,0.1006,0.1203,0.1054,0.1168,0.1075,0.1093,0.3359,0.3613,0.4701
38,0.1394,0.1026,0.1111,0.103,0.1109,0.1022,0.1175,0.1373,0.3847,0.3766,0.4793
39,0.101,0.1292,0.1122,0.1051,0.1139,0.1011,0.1008,0.1172,0.3624,0.345,0.4724
40,0.1035,0.1849,0.1322,0.1001,0.1098,0.1138,0.1226,0.1229,0.3638,0.366,0.4815
41,0.1001,0.127,0.1092,0.1348,0.1408,0.1007,0.1133,0.1297,0.3824,0.3642,0.4787
42,0.1111,0.1002,0.1016,0.1174,0.1204,0.134,0.1113,0.1204,0.3831,0.3545,0.467
43,0.1036,0.1038,0.1286,0.1048,0.1007,0.1336,0.1526,0.1008,0.3727,0.3436,0.4694
44,0.1756,0.1139,0.1205,0.1245,0.1392,0.1156,0.1277,0.1052,0.3697,0.3557,0.4809
45,0.1073,0.1481,0.127,0.1245,0.123,0.1153,0.1918,0.1021,0.3717,0.3643,0.4729
46,0.1027,0.1203,0.1059,0.1568,0.1025,0.1308,0.1115,0.1229,0.3621,0.352,0.4681
47,0.1001,0.1264,0.1183,0.1322,0.1006,0.1065,0.1178,0.1272,0.3712,0.3619,0.4764
48,0.1354,0.1091,0.1162,0.1248,0.1019,0.1447,0.1102,0.1294,0.3567,0.3716,0.4698
49,0.1189,0.1278,0.117,0.1271,0.1197,0.1007,0.1146,0.1082,0.3592,0.3453,0.4736
50,0.1385,0.1031,0.1094,0.132,0.1182,0.1192,0.2034,0.115,0.3762,0.3599,0.4756
51,0.1028,0.1157,0.1002,0.1136,0.1136,0.1011,0.1303,0.1272,0.3647,0.3516,0.4659
52,0.1109,0.1354,0.1063,0.1301,0.1379,0.1017,0.1301,0.1111,0.3892,0.3607,0.4776
53,0.1401,0.1837,0.1081,0.102,0.1393,0.1094,0.1213,0.1212,0.3807,0.3604,0.4734
54,0.1296,0.1445,0.1068,0.1063,0.1049,0.1036,0.1322,0.1194,0.3726,0.3616,0.4795
55,0.144,0.1527,0.1005,0.1198,0.0999,0.1531,0.1598,0.1608,0.3661,0.3642,0.4806
56,0.1413,0.1616,0.1057,0.1136,0.1242,0.1329,0.1484,0.1323,0.3499,0.3725,0.466
57,0.1541,0.1159,0.1139,0.1176,0.1093,0.109,0.1524,0.1207,0.3724,0.3609,0.4762
58,0.1102,0.1823,0.1125,0.163,0.1162,0.1014,0.1258,0.1491,0.3629,0.3618,0.475
59,0.1077,0.11,0.1174,0.1021,0.1096,0.1051,0.1079,0.1478,0.369,0.35,0.4745
60,0.1115,0.1196,0.1148,0.1164,0.1299,0.1222,0.1213,0.1111,0.3404,0.3748,0.4784
61,0.1065,0.1392,0.109,0.1113,0.1067,0.1429,0.1324,0.1327,0.3558,0.3646,0.4841
62,0.1094,0.1071,0.1449,0.1035,0.1326,0.1733,0.173,0.1632,0.3576,0.3443,0.4745
63,0.1227,0.1298,0.1266,0.1014,0.1289,0.1327,0.1306,0.1147,0.3614,0.3504,0.4802
64,0.1344,0.1294,0.1096,0.1247,0.1005,0.1288,0.139,0.1304,0.3563,0.3607,0.486
65,0.1199,0.1499,0.114,0.1735,0.1028,0.1048,0.1469,0.1671,0.3701,0.3553,0.474
66,0.1325,0.1085,0.1075,0.1348,0.1142,0.1139,0.1395,0.1344,0.3437,0.3434,0.4758
67,0.1304,0.1297,0.1319,0.1325,0.1199,0.1236,0.1497,0.1124,0.3629,0.3689,0.4781
68,0.1538,0.1493,0.1429,0.1188,0.1148,0.1534,0.1402,0.1353,0.3596,0.3419,0.4702
69,0.1229,0.1108,0.1048,0.1423,0.1163,0.1038,0.1536,0.1097,0.3744,0.3478,0.478
70,0.1394,0.1179,0.1078,0.1398,0.1028,0.1061,0.1114,0.106,0.3527,0.3375,0.474
71,0.1761,0.1185,0.1152,0.1398,0.1325,0.1236,0.1342,0.1563,0.3308,0.3467,0.475
72,0.1286,0.1447,0.1081,0.1336,0.1201,0.1686,0.1923,0.1257,0.3698,0.369,0.4864
73,0.1364,0.1346,0.1149,0.153,0.1178,0.1654,0.1413,0.1623,0.3586,0.3613,0.4737
74,0.1103,0.1271,0.1273,0.1369,0.1207,0.1321,0.1769,0.1392,0.3486,0.3632,0.4744
75,0.1237,0.1419,0.1204,0.114,0.1405,0.1428,0.1358,0.146,0.3386,0.3438,0.4674
76,0.1469,0.1595,0.1248,0.1372,0.1541,0.1277,0.1609,0.1244,0.3391,0.3524,0.4674
77,0.1488,0.1275,0.1194,0.1148,0.1071,0.1221,0.1118,0.1465,0.3613,0.3432,0.4664
78,0.1012,0.1525,0.1101,0.1176,0.1212,0.1228,0.1391,0.1883,0.3422,0.3713,0.4755
79,0.1217,0.1515,0.1245,0.1252,0.1001,0.157,0.188,0.1487,0.3556,0.3599,0.4777
80,0.1375,0.1331,0.1394,0.1294,0.1266,0.1357,0.1417,0.1389,0.3392,0.3595,0.478
81,0.1299,0.1426,0.1085,0.1005,0.1265,0.1578,0.1903,0.1288,0.3498,0.3651,0.4846
82,0.1039,0.1345,0.1361,0.1184,0.135,0.1487,0.1522,0.1292,0.367,0.351,0.4791
83,0.1133,0.1338,0.1342,0.1577,0.1626,0.1037,0.1832,0.125,0.3549,0.3573,0.4719
84,0.1498,0.1229,0.111,0.1323,0.1371,0.11,0.1386,0.1056,0.3746,0.3748,0.485
85,0.131,0.1573,0.1324,0.1236,0.1184,0.124,0.1249,0.1122,0.3535,0.3569,0.4801
86,0.132,0.1565,0.1071,0.1399,0.1352,0.1179,0.1134,0.1296,0.3551,0.3671,0.4736
87,0.1387,0.1232,0.108,0.1226,0.1225,0.1179,0.1676,0.1236,0.3651,0.3602,0.4821
88,0.1394,0.1327,0.1183,0.1149,0.1162,0.1188,0.1643,0.1158,0.3568,0.362,0.4845
89,0.1376,0.1381,0.1423,0.162,0.1176,0.1369,0.135,0.1428,0.3548,0.3607,0.4728
90,0.1559,0.1426,0.1288,0.1465,0.1321,0.13,0.1918,0.1232,0.352,0.3511,0.4708
91,0.1266,0.1309,0.1011,0.1421,0.1368,0.1361,0.1611,0.1254,0.3604,0.3615,0.4827
92,0.12,0.1186,0.1274,0.1406,0.1305,0.1206,0.1438,0.1042,0.3416,0.3654,0.4917
93,0.1441,0.1468,0.1257,0.129,0.1301,0.144,0.1489,0.1381,0.3698,0.3463,0.4648
94,0.1441,0.1395,0.1214,0.1315,0.1275,0.1209,0.163,0.1206,0.3552,0.3796,0.4721
95,0.1397,0.1243,0.1389,0.1248,0.1534,0.1432,0.1632,0.1267,0.352,0.3548,0.4745
96,0.1436,0.1337,0.1357,0.1173,0.1294,0.1101,0.1786,0.1512,0.3434,0.3674,0.4705
97,0.1313,0.1563,0.1222,0.1216,0.1162,0.1178,0.1655,0.1249,0.3369,0.354,0.4643
98,0.1279,0.1505,0.1621,0.1497,0.1259,0.1609,0.1511,0.1304,0.3645,0.3562,0.4832
99,0.1166,0.1629,0.1356,0.1237,0.1557,0.1583,0.1219,0.1342,0.3623,0.3512,0.484
100,0.1292,0.1328,0.1236,0.1209,0.1359,0.1474,0.1095,0.1273,0.3592,0.3601,0.4889
