Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10,Aggregated
42,0.2164,0.1518,0.2111,0.2467,0.2681,0.178,0.1815,0.175,0.6527,0.64,0.6607
43,0.1342,0.2048,0.221,0.1659,0.2462,0.2531,0.1591,0.1694,0.6529,0.6451,0.663
44,0.1938,0.149,0.1343,0.1909,0.1709,0.1938,0.2113,0.1507,0.6306,0.6426,0.6399
45,0.1216,0.1728,0.2041,0.2552,0.1837,0.1887,0.1442,0.1398,0.6468,0.6516,0.6603
46,0.2681,0.147,0.2173,0.2096,0.1574,0.2453,0.1927,0.1703,0.6484,0.6323,0.6531
47,0.1773,0.2339,0.1968,0.1815,0.2319,0.2455,0.1262,0.2048,0.6425,0.6524,0.6574
48,0.1703,0.1864,0.2029,0.1878,0.2124,0.1344,0.1654,0.2156,0.6468,0.646,0.6536
49,0.1268,0.1758,0.182,0.2057,0.1348,0.2827,0.1769,0.184,0.649,0.6454,0.6608
50,0.2376,0.1962,0.2379,0.2108,0.1474,0.1876,0.2168,0.1861,0.6446,0.6337,0.658
51,0.1826,0.1463,0.1834,0.2282,0.2497,0.2196,0.1954,0.2105,0.6409,0.639,0.6454
52,0.2051,0.1201,0.2597,0.1357,0.2022,0.2382,0.2325,0.2311,0.6488,0.6442,0.6601
53,0.1654,0.2373,0.2316,0.3027,0.2347,0.2807,0.161,0.1955,0.6452,0.6417,0.6475
54,0.1659,0.2405,0.2092,0.1466,0.233,0.1748,0.1008,0.1834,0.6464,0.6301,0.6474
55,0.2091,0.1986,0.2524,0.1476,0.1946,0.2394,0.2669,0.1407,0.6469,0.6566,0.6571
56,0.1511,0.2245,0.2375,0.2073,0.1673,0.2386,0.23,0.1742,0.646,0.6511,0.6629
57,0.1666,0.1818,0.2573,0.1777,0.2018,0.2755,0.2139,0.2399,0.6519,0.6446,0.6629
58,0.2244,0.1969,0.2034,0.2297,0.1529,0.2045,0.1436,0.1428,0.645,0.6452,0.6548
59,0.1649,0.2029,0.1599,0.2373,0.1966,0.2179,0.2023,0.2258,0.6457,0.6469,0.6626
60,0.1233,0.1766,0.21,0.1924,0.1825,0.189,0.1957,0.1681,0.6461,0.6466,0.6625
61,0.2391,0.1831,0.1837,0.1186,0.165,0.2231,0.2186,0.2391,0.6509,0.6382,0.6632
62,0.2234,0.1807,0.2118,0.1723,0.185,0.2182,0.1276,0.2423,0.6505,0.6492,0.6602
63,0.1499,0.1303,0.17,0.1512,0.1695,0.1969,0.229,0.2085,0.6415,0.6524,0.6541
64,0.1573,0.1913,0.1107,0.2001,0.1496,0.1598,0.1743,0.1381,0.6346,0.6414,0.6604
65,0.192,0.201,0.1529,0.1553,0.1999,0.1677,0.1636,0.1638,0.6462,0.6447,0.6593
66,0.1876,0.1705,0.1128,0.2564,0.2077,0.1211,0.1429,0.2234,0.6431,0.6501,0.6524
67,0.2174,0.2454,0.1676,0.2349,0.1644,0.1814,0.1195,0.1677,0.6407,0.6444,0.6578
68,0.1652,0.1203,0.1913,0.1525,0.1874,0.1763,0.1472,0.1891,0.6515,0.6499,0.6608
69,0.1869,0.2217,0.2327,0.2396,0.2562,0.1597,0.1719,0.1473,0.6541,0.6471,0.6596
70,0.1828,0.128,0.2314,0.164,0.2166,0.1933,0.2021,0.1914,0.633,0.64,0.6503
71,0.1935,0.2293,0.199,0.206,0.1842,0.2206,0.1067,0.1947,0.6461,0.6457,0.6595
72,0.1859,0.2827,0.187,0.2315,0.2025,0.1559,0.2152,0.2705,0.6489,0.6518,0.6574
73,0.2374,0.2165,0.1523,0.2091,0.2148,0.2054,0.2341,0.234,0.6424,0.6483,0.6557
74,0.214,0.2041,0.178,0.1997,0.2588,0.1489,0.2047,0.2147,0.6446,0.6549,0.6646
75,0.1847,0.1457,0.1961,0.1587,0.2153,0.1846,0.2156,0.1997,0.6388,0.632,0.6565
76,0.2651,0.2116,0.1665,0.2481,0.1666,0.2309,0.1508,0.2001,0.6426,0.6478,0.6606
77,0.2261,0.1711,0.1703,0.2698,0.1323,0.1797,0.1497,0.22,0.646,0.6493,0.6581
78,0.1765,0.215,0.2473,0.2014,0.2242,0.2297,0.2185,0.1892,0.6447,0.6298,0.6507
79,0.1779,0.1913,0.1627,0.1958,0.2393,0.1566,0.1765,0.252,0.6436,0.634,0.6578
80,0.2483,0.1509,0.2452,0.1402,0.1761,0.2757,0.1654,0.1922,0.6436,0.6312,0.6512
81,0.1946,0.2028,0.1954,0.1818,0.1994,0.2444,0.2349,0.2125,0.6331,0.6387,0.6525
82,0.1862,0.1928,0.2303,0.2623,0.2093,0.1718,0.1494,0.2633,0.6492,0.6386,0.6506
83,0.2379,0.196,0.2376,0.2107,0.1854,0.1665,0.1826,0.1485,0.6502,0.6417,0.6612
84,0.1916,0.1643,0.1663,0.193,0.1662,0.1812,0.19,0.2039,0.6466,0.6402,0.6527
85,0.1897,0.188,0.1414,0.2339,0.1734,0.1574,0.1506,0.2008,0.6257,0.6517,0.6524
86,0.1604,0.193,0.1785,0.1801,0.143,0.2222,0.164,0.2444,0.6421,0.6534,0.6575
87,0.2238,0.2022,0.2032,0.1905,0.1274,0.2103,0.1641,0.2221,0.6505,0.6486,0.6575
88,0.2483,0.1523,0.2617,0.1471,0.1568,0.1482,0.1554,0.1864,0.6282,0.6467,0.6502
89,0.1421,0.2208,0.1457,0.2192,0.2299,0.2924,0.2065,0.0993,0.642,0.6428,0.6539
90,0.1763,0.2212,0.1867,0.1939,0.225,0.1178,0.2712,0.1871,0.6452,0.6438,0.6554
91,0.1538,0.1604,0.1792,0.188,0.2384,0.2084,0.2,0.1616,0.6523,0.6347,0.6563
92,0.2346,0.2252,0.2517,0.1169,0.1801,0.2236,0.1755,0.124,0.6483,0.6506,0.6587
93,0.2604,0.1696,0.2117,0.1693,0.2226,0.1981,0.1225,0.2232,0.6425,0.6402,0.6512
94,0.1955,0.2007,0.1555,0.137,0.2099,0.1625,0.2525,0.2274,0.6309,0.6509,0.6615
95,0.1796,0.2513,0.1497,0.2268,0.164,0.2014,0.2099,0.2557,0.6434,0.6516,0.6623
96,0.1592,0.117,0.1616,0.2138,0.1803,0.2285,0.192,0.1828,0.6374,0.6341,0.6551
97,0.2156,0.2313,0.1956,0.2004,0.1437,0.1857,0.1598,0.2337,0.6484,0.6476,0.6573
98,0.1522,0.1846,0.1984,0.1652,0.1823,0.1927,0.1884,0.1487,0.6366,0.6418,0.6537
99,0.1812,0.2122,0.1324,0.2315,0.2092,0.1894,0.1527,0.1866,0.6474,0.6559,0.6649
100,0.1969,0.1377,0.18,0.2536,0.2179,0.2298,0.1731,0.1445,0.6503,0.6504,0.6571
