Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10
31,0.0429,0.0174,0.4262,0.4439,0.4898,2.3225,2.5724,2.3086,2.3118,2.2848
32,0.0260,0.0038,0.4871,0.5512,0.6748,2.3086,2.3392,2.4010,2.1979,2.6988
33,0.0174,0.0040,0.3317,0.4574,0.4091,2.0178,2.3530,2.3594,2.4872,2.3616
34,0.0293,0.0021,0.5084,0.6515,0.5676,2.3738,2.6552,2.1258,2.3248,2.1665
35,0.0026,0.0025,0.3650,0.3591,0.4238,2.2506,2.4120,2.4978,2.4080,2.1430
36,0.0117,0.0016,0.4517,0.4411,0.4331,2.1688,2.3450,2.4884,2.2745,2.2937
37,0.0083,0.0034,0.3592,0.3830,0.4270,2.2320,2.1450,2.3265,2.2187,2.3939
38,0.0045,0.0151,0.4514,0.4906,0.3728,2.4368,2.6267,2.2703,2.4617,2.3663
39,0.0440,0.0022,0.3522,0.3607,0.3535,2.1961,2.4095,2.2985,2.4663,2.1641
40,0.0572,0.0027,0.4051,0.4124,0.4292,2.1553,2.4009,2.4028,2.5777,2.4866
41,0.0024,0.0025,0.2713,0.2976,0.3571,2.1876,2.2226,2.3553,2.2903,2.1766
42,0.0035,0.0605,0.3229,0.3704,0.3635,2.2251,2.2710,2.2983,2.4304,2.3376
43,0.0290,0.0069,0.3572,0.3727,0.3053,2.2644,2.4268,2.1190,2.6018,2.3126
44,0.0018,0.0016,0.3604,0.3732,0.3966,2.1891,2.3771,2.5027,2.3344,2.3816
45,0.0052,0.0020,0.2396,0.2732,0.3258,2.1393,2.3958,2.3903,2.4736,2.4598
46,0.0025,0.0084,0.2943,0.3197,0.3650,2.3005,2.3128,2.3275,2.4216,2.4411
47,0.0020,0.0038,0.2265,0.3873,0.2728,2.2262,2.3707,2.3909,2.3203,2.3271
48,0.0010,0.0034,0.3643,0.3651,0.3506,2.2586,2.3055,2.3161,2.1635,2.2149
49,0.0012,0.0014,0.3000,0.2605,0.3229,2.0483,2.3149,2.1146,2.3391,2.3216
50,0.0041,0.0130,0.3082,0.2710,0.3063,2.2769,2.3942,2.3786,2.3332,2.4000
51,0.0008,0.0017,0.2324,0.2993,0.2211,2.4258,2.2481,2.3300,2.2854,2.2856
52,0.0010,0.0013,0.2715,0.3508,0.3236,2.3605,2.3447,2.4739,2.4406,2.2042
53,0.0009,0.0015,0.2134,0.2493,0.2781,2.3356,2.4950,2.1326,2.5153,2.5173
54,0.0021,0.0013,0.2271,0.2614,0.2783,2.0730,2.5245,2.2207,2.3981,2.2910
55,0.0010,0.0019,0.2299,0.2545,0.2799,2.0626,2.2768,2.3284,2.4670,2.4613
56,0.0015,0.0013,0.3469,0.2599,0.2442,2.1142,2.2020,2.1867,2.3975,2.3248
57,0.0022,0.0015,0.2443,0.1853,0.1892,2.3513,2.4090,2.2833,2.4333,2.2142
58,0.0011,0.0013,0.1970,0.3579,0.3454,2.3241,2.3937,2.2479,2.3396,2.5943
59,0.0177,0.0014,0.1551,0.2304,0.1891,2.3480,2.3977,2.3383,2.1521,2.4565
60,0.0145,0.0016,0.2098,0.2664,0.2342,2.2694,2.4061,2.1450,2.2951,2.4342
61,0.0149,0.0013,0.1936,0.1583,0.2338,2.3698,2.3838,2.3029,2.1867,2.2386
62,0.0058,0.0016,0.2533,0.1678,0.1937,2.1541,2.4120,2.3865,2.3641,2.5314
63,0.0009,0.0124,0.1503,0.1892,0.1899,2.4121,2.1892,2.2389,2.4881,2.4943
64,0.0034,0.0022,0.1384,0.1867,0.2229,2.1719,2.4716,2.2635,2.3336,2.5443
65,0.0056,0.0014,0.1677,0.2011,0.1913,2.2459,2.3386,2.2258,2.5584,2.4531
66,0.0010,0.0014,0.1761,0.2093,0.2047,2.3756,2.4555,2.2620,2.2377,2.4383
67,0.0545,0.0069,0.2146,0.1409,0.2019,2.1796,2.3666,2.5259,2.5070,2.5698
68,0.0010,0.0012,0.1509,0.1663,0.2543,2.1560,2.3022,2.1907,2.3356,2.2979
69,0.0021,0.0015,0.1845,0.1840,0.1885,2.2582,2.3556,2.2801,2.3105,2.2919
70,0.0011,0.0013,0.1724,0.2241,0.2283,2.1620,2.3609,2.2079,2.3099,2.3846
71,0.0040,0.0014,0.1492,0.2313,0.1842,2.0281,2.3859,2.2768,2.4437,2.2782
72,0.0077,0.0013,0.1954,0.1736,0.1895,2.2500,2.5000,2.2599,2.4629,2.2649
73,0.0009,0.0017,0.1437,0.1501,0.1587,2.3280,2.2785,2.2332,2.3200,2.4721
74,0.0015,0.0018,0.1727,0.2095,0.1958,2.2156,2.4530,2.4655,2.4989,2.3548
75,0.0120,0.0032,0.1291,0.1780,0.2097,2.3627,2.4058,2.2514,2.2084,2.3338
76,0.0007,0.0013,0.1849,0.1792,0.1525,2.3205,2.2749,2.5124,2.2656,2.3593
77,0.0015,0.0018,0.1280,0.1370,0.1440,2.2914,2.3448,2.3643,2.5270,2.2504
78,0.0009,0.0013,0.1323,0.1944,0.1745,2.1805,2.2612,2.3937,2.2738,2.4530
79,0.0027,0.0014,0.1532,0.1666,0.1484,2.1961,2.5045,2.1851,2.4506,2.4978
80,0.0018,0.0013,0.1507,0.2393,0.2154,2.3739,2.5681,2.2127,2.4110,2.1836
81,0.0014,0.0011,0.1299,0.1270,0.1533,2.2364,2.3736,2.3072,2.2395,2.4166
82,0.0009,0.0014,0.1137,0.1827,0.1554,2.2278,2.3258,2.4649,2.3644,2.2877
83,0.0686,0.0011,0.1082,0.1139,0.1488,2.0360,2.4800,2.2431,2.4067,2.2669
84,0.0007,0.0011,0.1633,0.2039,0.1310,2.4622,2.4940,2.5724,2.3223,2.5233
85,0.0091,0.0013,0.1189,0.1469,0.1587,2.2226,2.5302,2.5429,2.4586,2.3461
86,0.0007,0.0012,0.1335,0.1390,0.1732,2.2457,2.3601,2.2128,2.3678,2.2329
87,0.0007,0.0010,0.1291,0.1214,0.1590,2.4030,2.2827,2.4104,2.3753,2.2377
88,0.0007,0.0014,0.1408,0.1398,0.1296,2.2576,2.3991,2.3716,2.3641,2.4998
89,0.0008,0.0012,0.1029,0.1188,0.1191,2.2888,2.4082,2.2822,2.3638,2.4434
90,0.0069,0.0012,0.1384,0.1208,0.1624,2.2938,2.2769,2.3731,2.4776,2.3536
91,0.0006,0.0009,0.1435,0.0914,0.1405,2.1176,2.4785,2.3555,2.4445,2.3859
92,0.0007,0.0011,0.1434,0.1077,0.1351,2.6631,2.3600,2.3456,2.4072,2.2057
93,0.0204,0.0009,0.1073,0.0873,0.1593,2.1605,2.3794,2.2698,2.5855,2.3521
94,0.0006,0.0013,0.1000,0.1319,0.2034,2.4928,2.3873,2.3479,2.2089,2.2545
95,0.0026,0.0009,0.1260,0.1087,0.0996,2.2236,2.3181,2.5469,2.5076,2.4254
96,0.0050,0.0012,0.1001,0.1284,0.1370,2.3751,2.3120,2.4281,2.2863,2.2757
97,0.0007,0.0008,0.1583,0.1161,0.1189,2.2407,2.3801,2.3269,2.4059,2.5292
98,0.0008,0.0011,0.1262,0.1404,0.0969,2.2934,2.4625,2.2115,2.4321,2.2876
99,0.0008,0.0010,0.1184,0.1077,0.1292,2.3194,2.5187,2.3543,2.4323,2.4401
100,0.0008,0.0010,0.1206,0.1228,0.1820,2.1545,2.3386,2.2329,2.3576,2.4281
101,0.0342,0.0009,0.1034,0.1134,0.1083,2.4319,2.4274,2.3297,2.5438,2.5304
102,0.0010,0.0010,0.1163,0.1013,0.1334,2.1320,2.1786,2.2786,2.4451,2.2584
103,0.0007,0.0011,0.0972,0.0904,0.1205,2.2590,2.5683,2.4015,2.3859,2.6074
104,0.0006,0.0010,0.0929,0.1129,0.1724,2.1007,2.5027,2.4857,2.3859,2.3596
105,0.0014,0.0024,0.1096,0.1410,0.1196,2.2946,2.3306,2.4060,2.4392,2.3474
106,0.0007,0.0009,0.1457,0.1286,0.1016,1.9609,2.2536,2.1461,2.1833,2.2637
107,0.0006,0.0037,0.0996,0.0850,0.0995,2.2804,2.6190,2.2373,2.5393,2.3511
108,0.0018,0.0010,0.0940,0.0763,0.0906,2.3433,2.3737,2.2293,2.3260,2.3388
109,0.0008,0.0014,0.0843,0.0788,0.1052,2.5477,2.6154,2.1637,2.3739,2.2447
110,0.0007,0.0011,0.0898,0.1030,0.1260,2.1082,2.3184,2.3364,2.2133,2.5452
111,0.0006,0.0010,0.0715,0.0987,0.1306,2.2261,2.3573,2.4185,2.2655,2.2597
112,0.0006,0.0008,0.1001,0.1029,0.1456,2.4327,2.2703,2.5493,2.4517,2.2467
113,0.0010,0.0008,0.0861,0.0943,0.1133,2.1069,2.4678,2.1431,2.4489,2.4819
114,0.0007,0.0008,0.0839,0.0862,0.1055,2.3097,2.5134,2.2391,2.4968,2.3460
115,0.0007,0.0011,0.0859,0.0739,0.0919,2.3238,2.3245,2.2523,2.4475,2.5547
116,0.0007,0.0008,0.0857,0.1052,0.1239,2.1222,2.1566,2.4634,2.4094,2.4431
117,0.0006,0.0009,0.0814,0.0884,0.1357,2.1298,2.2325,2.1151,2.4388,2.2599
118,0.0027,0.0010,0.1135,0.1169,0.1253,2.5103,2.4873,2.3639,2.4214,2.5878
119,0.0007,0.0010,0.0714,0.0881,0.1038,2.3475,2.3081,2.2250,2.4968,2.2656
120,0.0037,0.0009,0.0757,0.0796,0.0852,2.3167,2.5675,2.6058,2.5510,2.2686
121,0.0006,0.0009,0.0651,0.0694,0.0981,2.0656,2.2199,2.3707,2.4640,2.4925
122,0.0006,0.0009,0.0882,0.0872,0.0869,2.2683,2.4263,2.3547,2.3271,2.3336
123,0.0007,0.0008,0.0859,0.0669,0.1269,2.2676,2.3093,2.4330,2.3492,2.2161
124,0.0007,0.0008,0.0962,0.0765,0.1073,2.4265,2.3239,2.3416,2.4052,2.4130
125,0.0005,0.0037,0.0787,0.1016,0.0852,2.2951,2.5661,2.3500,2.2681,2.3581
126,0.0007,0.0010,0.0809,0.1063,0.1002,2.2163,2.2085,2.4076,2.5322,2.3852
127,0.0014,0.0009,0.0796,0.0657,0.1272,2.2392,2.5326,2.4546,2.3380,2.2665
128,0.0006,0.0026,0.0680,0.0805,0.1687,2.4405,2.4236,2.3401,2.5268,2.4992
129,0.0005,0.0008,0.0974,0.0808,0.0676,2.5446,2.3359,2.4854,2.3092,2.0638
130,0.0006,0.0010,0.0853,0.1245,0.0692,2.3490,2.5411,2.4250,2.6942,2.2890
131,0.0010,0.0011,0.0834,0.0761,0.0868,2.2871,2.2471,2.2367,2.4806,2.6013
132,0.0006,0.0009,0.0703,0.0752,0.1061,2.2663,2.4825,2.2578,2.4014,2.3424
133,0.0006,0.0009,0.0601,0.0604,0.0899,2.2116,2.2830,2.3225,2.5447,2.5699
134,0.0008,0.0009,0.0768,0.0862,0.1071,2.0675,2.7586,2.3550,2.3301,2.3832
135,0.0007,0.0008,0.0700,0.0826,0.1101,2.2030,2.3264,2.3457,2.4552,2.5088
136,0.0006,0.0015,0.0889,0.2346,0.1337,2.2845,2.4447,2.5192,2.7043,2.4376
137,0.0004,0.0010,0.0716,0.0852,0.0963,2.2700,2.4661,2.2592,2.4972,2.4998
138,0.0010,0.0007,0.0650,0.1020,0.1048,2.1242,2.4103,2.3677,2.5326,2.5183
139,0.0005,0.0008,0.0534,0.1061,0.0935,2.2511,2.3546,2.4029,2.3950,2.4267
140,0.0012,0.0009,0.0705,0.0796,0.1067,2.3517,2.3416,2.2477,2.5732,2.4701
141,0.0005,0.0008,0.0956,0.0684,0.1245,2.2347,2.4358,2.4627,2.2810,2.4923
142,0.0006,0.0010,0.1033,0.0773,0.1023,2.3779,2.4918,2.5006,2.4946,2.4236
143,0.0008,0.0009,0.0536,0.0595,0.0634,2.2786,2.3740,2.2525,2.4127,2.3525
144,0.0005,0.0009,0.0597,0.0679,0.0785,2.3596,2.3443,2.3571,2.3952,2.3102
145,0.0015,0.0008,0.0553,0.0625,0.1131,2.3629,2.4926,2.4367,2.4186,2.4091
146,0.0007,0.0010,0.0724,0.1007,0.0995,2.4324,2.6897,2.4064,2.4575,2.4513
147,0.0127,0.0008,0.0550,0.0557,0.1261,2.4821,2.3186,2.5218,2.5897,2.4208
148,0.0005,0.0007,0.0803,0.1230,0.0883,2.4501,2.3412,2.2757,2.4968,2.4198
149,0.0006,0.0008,0.0554,0.0647,0.0666,2.2963,2.3448,2.3573,2.4048,2.5024
150,0.0007,0.0007,0.0623,0.0911,0.0815,2.4199,2.6268,2.5055,2.5416,2.3799
151,0.0004,0.0008,0.0699,0.0598,0.0805,2.1575,2.4533,2.3481,2.4047,2.4600
152,0.0016,0.0007,0.0729,0.0603,0.0867,2.3769,2.2632,2.4367,2.5406,2.3628
153,0.0004,0.0009,0.0633,0.0532,0.0633,2.1387,2.4566,2.1722,2.4519,2.2500
154,0.0005,0.0007,0.0558,0.0789,0.0638,2.3531,2.3109,2.3730,2.4382,2.4765
155,0.0005,0.0007,0.0629,0.0577,0.0644,2.3189,2.5847,2.4082,2.4449,2.4213
156,0.0016,0.0008,0.0586,0.0766,0.0773,2.1579,2.3098,2.1618,2.6708,2.4712
157,0.0006,0.0007,0.0516,0.0720,0.1133,2.4670,2.3116,2.3811,2.5093,2.5370
158,0.0006,0.0007,0.0594,0.0854,0.0621,2.1017,2.5563,2.4392,2.3827,2.3812
159,0.0004,0.0006,0.0648,0.0519,0.1021,2.2846,2.3391,2.5989,2.3557,2.2200
160,0.0006,0.0006,0.0442,0.0656,0.0648,2.0979,2.4453,2.4597,2.5025,2.2526
161,0.0005,0.0203,0.0417,0.0619,0.0876,2.3406,2.3873,2.2988,2.5517,2.4212
162,0.0005,0.0012,0.0635,0.0585,0.0898,2.2522,2.5764,2.3979,2.3682,2.3366
163,0.0010,0.0007,0.0494,0.0639,0.0844,2.2562,2.3652,2.4001,2.3898,2.5792
164,0.0005,0.0009,0.0557,0.1313,0.1047,2.1215,2.6914,2.4684,2.4456,2.4622
165,0.0004,0.0008,0.0666,0.0712,0.0754,2.4439,2.4779,2.3157,2.5602,2.3238
166,0.0006,0.0006,0.0726,0.0559,0.0757,2.2002,2.2991,2.3492,2.6027,2.5316
167,0.0004,0.0007,0.0664,0.0525,0.0513,2.3002,2.3158,2.2677,2.4610,2.5999
168,0.0004,0.0006,0.0660,0.0673,0.0714,2.4214,2.5258,2.2530,2.4087,2.5441
169,0.0011,0.0007,0.0657,0.0627,0.0819,2.4115,2.4208,2.3890,2.4836,2.5398
170,0.0023,0.0011,0.0555,0.0561,0.1047,2.2273,2.4242,2.5112,2.5354,2.4937
171,0.0005,0.0007,0.0484,0.0603,0.0872,2.4571,2.4269,2.3620,2.6666,2.4532
172,0.0004,0.0007,0.0688,0.0774,0.0760,2.6105,2.3081,2.3961,2.4404,2.5519
173,0.0004,0.0007,0.0678,0.0570,0.0905,2.2168,2.4875,2.4122,2.5494,2.3998
174,0.0005,0.0009,0.0559,0.0497,0.0932,2.4370,2.4632,2.4244,2.5192,2.4501
175,0.0025,0.0007,0.0575,0.0659,0.0646,2.2131,2.7216,2.4341,2.3933,2.5822
176,0.0004,0.0008,0.0531,0.0568,0.0592,2.4813,2.5489,2.3423,2.5097,2.4911
177,0.0004,0.0007,0.0550,0.0612,0.0705,2.3914,2.4172,2.4385,2.3639,2.3827
178,0.0005,0.0008,0.0541,0.0887,0.0597,2.1953,2.4618,2.5572,2.4269,2.4066
179,0.0005,0.0007,0.0596,0.0537,0.0580,2.2323,2.2966,2.5743,2.5462,2.2903
180,0.0004,0.0007,0.0552,0.0570,0.0762,2.3481,2.5050,2.3936,2.5306,2.3468
181,0.0004,0.0006,0.0411,0.0562,0.0725,2.5107,2.3212,2.2144,2.5451,2.5287
182,0.0080,0.0006,0.0628,0.0722,0.0625,2.3359,2.5375,2.4357,2.6631,2.5837
183,0.0004,0.0006,0.0689,0.0599,0.0623,2.1894,2.6503,2.3563,2.4169,2.4720
184,0.0004,0.0009,0.0887,0.0653,0.0728,2.3552,2.4720,2.3025,2.3914,2.4733
185,0.0004,0.0005,0.0513,0.0753,0.0521,2.4182,2.6204,2.4290,2.5024,2.5359
186,0.0005,0.0007,0.0579,0.0552,0.0682,2.4827,2.5177,2.4690,2.4555,2.2762
187,0.0005,0.0008,0.0414,0.0443,0.0809,2.3689,2.4641,2.2975,2.6045,2.2814
188,0.0005,0.0006,0.0531,0.0714,0.0619,2.2594,2.4238,2.5210,2.5415,2.5226
189,0.0004,0.0006,0.0387,0.0507,0.0746,2.2894,2.5306,2.4176,2.7915,2.4894
190,0.0004,0.0007,0.0644,0.0506,0.0869,2.2630,2.4006,2.2945,2.5021,2.4049
191,0.0004,0.0006,0.0610,0.0547,0.0620,2.3919,2.4830,2.3987,2.4065,2.4628
192,0.0005,0.0007,0.0547,0.0516,0.0743,2.4705,2.2514,2.4115,2.5453,2.5872
193,0.0004,0.0005,0.0485,0.0486,0.0520,2.0700,2.6632,2.3959,2.6171,2.5602
194,0.0006,0.0006,0.0574,0.0537,0.0502,2.3823,2.6356,2.3277,2.4140,2.3761
195,0.0004,0.0007,0.0511,0.0673,0.0554,2.4537,2.5495,2.3232,2.7069,2.3401
196,0.0006,0.0008,0.0403,0.0536,0.0509,2.2639,2.3466,2.2494,2.5342,2.4042
197,0.0004,0.0005,0.0491,0.0469,0.0587,2.4441,2.5793,2.5120,2.5446,2.5797
198,0.0004,0.0005,0.0641,0.0544,0.0629,2.2690,2.5662,2.3474,2.5443,2.5050
199,0.0005,0.0005,0.0667,0.0423,0.0608,2.3046,2.4971,2.4582,2.2628,2.3513
200,0.0005,0.0007,0.0608,0.0730,0.0662,2.5985,2.5348,2.2797,2.6286,2.5875
