Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10,Aggregated
90,0.5868,0.6091,0.5997,0.6048,0.5923,0.5942,0.6005,0.5831,0.6043,0.585,0.5846
91,0.5909,0.5697,0.5979,0.6001,0.5998,0.6055,0.6038,0.5955,0.6072,0.5711,0.5716
92,0.6032,0.6036,0.6109,0.5877,0.6065,0.6087,0.6009,0.6094,0.5839,0.573,0.5734
93,0.597,0.6021,0.612,0.5918,0.5953,0.6037,0.5954,0.6078,0.5958,0.5814,0.5826
94,0.6069,0.601,0.6026,0.5918,0.5955,0.6004,0.5983,0.6102,0.6004,0.57,0.572
95,0.6039,0.6113,0.6055,0.6,0.5928,0.6075,0.6106,0.5888,0.5884,0.5636,0.5632
96,0.6001,0.5864,0.6033,0.6004,0.5905,0.6067,0.6148,0.6035,0.6046,0.5748,0.5745
97,0.6021,0.5999,0.6014,0.604,0.5979,0.6005,0.5914,0.6044,0.5978,0.5703,0.5693
98,0.6054,0.6072,0.5887,0.6004,0.5893,0.6013,0.6132,0.6009,0.6003,0.5778,0.5779
99,0.6128,0.5891,0.6075,0.6005,0.6056,0.609,0.5983,0.6017,0.599,0.5649,0.566
100,0.6059,0.599,0.6112,0.6007,0.6034,0.6032,0.6057,0.6041,0.5923,0.5704,0.5725
