Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10,Aggregated
31,0.5754,0.5798,0.568,0.565,0.5797,0.5751,0.5742,0.5544,0.5732,0.5831,0.6008
32,0.5584,0.5621,0.5703,0.568,0.576,0.5707,0.5665,0.5643,0.5588,0.5826,0.6007
33,0.5749,0.5572,0.5762,0.5699,0.5805,0.5601,0.5588,0.5751,0.5834,0.5841,0.6019
34,0.577,0.5635,0.5612,0.574,0.5774,0.5598,0.5644,0.5815,0.566,0.5784,0.5998
35,0.5806,0.5767,0.5684,0.5644,0.5478,0.5767,0.5504,0.5686,0.5733,0.5764,0.6012
36,0.586,0.5767,0.566,0.5666,0.5621,0.5737,0.5831,0.5674,0.5753,0.5555,0.6024
37,0.5748,0.5657,0.5755,0.5713,0.5749,0.5728,0.5884,0.5652,0.5678,0.578,0.6035
38,0.5698,0.5757,0.5704,0.5858,0.58,0.5755,0.5766,0.5551,0.5789,0.5723,0.6021
39,0.5789,0.5709,0.5824,0.5708,0.5766,0.5771,0.5529,0.5609,0.5686,0.5842,0.6027
40,0.5753,0.5899,0.5727,0.5826,0.5761,0.5846,0.5831,0.5848,0.5765,0.579,0.6065
41,0.5836,0.5753,0.5729,0.5717,0.5718,0.5799,0.5677,0.5831,0.5878,0.5823,0.6074
42,0.5864,0.5883,0.576,0.5824,0.5801,0.5846,0.5628,0.5639,0.5864,0.5835,0.6047
43,0.5808,0.5728,0.5857,0.5892,0.5794,0.5887,0.5678,0.5755,0.5756,0.588,0.6079
44,0.5814,0.5782,0.5866,0.5669,0.5915,0.5877,0.5903,0.5657,0.5798,0.5889,0.6046
45,0.5727,0.5763,0.5702,0.5612,0.5878,0.5708,0.5903,0.5825,0.5896,0.5896,0.6044
46,0.5738,0.5719,0.5858,0.5696,0.5888,0.5769,0.589,0.5831,0.5905,0.5779,0.607
47,0.5813,0.5871,0.5885,0.5914,0.5653,0.5913,0.5779,0.5728,0.5851,0.5799,0.6057
48,0.5835,0.5862,0.5858,0.5814,0.5889,0.5796,0.5773,0.5872,0.5765,0.5901,0.6082
49,0.5963,0.5863,0.5897,0.5824,0.5588,0.5801,0.5872,0.5715,0.5852,0.5869,0.6096
50,0.5771,0.585,0.5788,0.5782,0.5818,0.5911,0.5713,0.5919,0.598,0.5831,0.6118
51,0.59,0.5863,0.5812,0.588,0.5798,0.5772,0.591,0.577,0.5706,0.5785,0.6098
52,0.5862,0.5942,0.5907,0.5707,0.5845,0.584,0.5812,0.5877,0.5921,0.5785,0.6098
53,0.5887,0.59,0.5873,0.5867,0.5689,0.5968,0.5823,0.5904,0.592,0.5875,0.6119
54,0.5804,0.594,0.5937,0.5899,0.5861,0.5968,0.58,0.5896,0.5827,0.5924,0.6143
55,0.5822,0.5822,0.5906,0.5936,0.5895,0.5933,0.5941,0.5961,0.5925,0.5842,0.6131
56,0.5826,0.594,0.5853,0.5904,0.5867,0.5955,0.5818,0.5914,0.585,0.5893,0.613
57,0.5865,0.5858,0.5891,0.5957,0.5966,0.5842,0.5895,0.5925,0.5921,0.5916,0.6138
58,0.597,0.5951,0.5925,0.5866,0.5862,0.5844,0.5918,0.5814,0.5743,0.5746,0.6147
59,0.5868,0.5899,0.5987,0.5871,0.5899,0.5937,0.6035,0.5924,0.5872,0.593,0.6161
60,0.5952,0.5791,0.5905,0.5936,0.5996,0.5964,0.5872,0.5937,0.6002,0.5893,0.6141
61,0.6061,0.584,0.5945,0.5969,0.5989,0.589,0.5902,0.5966,0.5825,0.595,0.6162
62,0.5994,0.6019,0.5928,0.5913,0.6009,0.603,0.5918,0.5926,0.5837,0.6041,0.6179
63,0.5945,0.5927,0.5951,0.5933,0.5981,0.5988,0.586,0.5864,0.5956,0.5779,0.6165
64,0.5928,0.598,0.5838,0.5865,0.5901,0.5984,0.5849,0.5957,0.5941,0.6045,0.6188
65,0.584,0.5939,0.5916,0.5889,0.5898,0.5876,0.5796,0.5903,0.6003,0.5911,0.6164
66,0.5869,0.5967,0.5907,0.5953,0.6046,0.5849,0.587,0.5803,0.5907,0.5956,0.6201
67,0.6065,0.5971,0.6002,0.5903,0.5955,0.5952,0.5868,0.5851,0.5997,0.6057,0.6235
68,0.5795,0.5968,0.5931,0.5912,0.5708,0.5995,0.5971,0.5985,0.5947,0.5807,0.6212
69,0.5967,0.5867,0.5862,0.5847,0.598,0.5986,0.5903,0.5965,0.6028,0.5977,0.6223
70,0.599,0.5997,0.5913,0.6064,0.5986,0.6101,0.5809,0.5879,0.5918,0.5927,0.6204
71,0.5955,0.5823,0.6041,0.5958,0.5906,0.5949,0.5977,0.59,0.598,0.6001,0.6214
72,0.5827,0.6029,0.6065,0.6024,0.5816,0.6058,0.5955,0.5877,0.6044,0.5871,0.6202
73,0.5886,0.5973,0.5977,0.5992,0.5954,0.5842,0.5951,0.5916,0.5996,0.6076,0.6223
74,0.5953,0.6042,0.6023,0.5964,0.5952,0.6061,0.6005,0.6053,0.6052,0.5967,0.6281
75,0.5877,0.5901,0.5974,0.5995,0.6031,0.6052,0.5889,0.601,0.6014,0.6041,0.6272
76,0.5903,0.5787,0.597,0.6016,0.5969,0.606,0.5972,0.6016,0.5853,0.6043,0.6237
77,0.605,0.5881,0.6009,0.5871,0.6076,0.5973,0.5952,0.5924,0.6005,0.5829,0.6279
78,0.6008,0.5895,0.6028,0.6002,0.5963,0.5727,0.5978,0.595,0.593,0.609,0.6274
79,0.6043,0.6053,0.6048,0.5928,0.6021,0.5974,0.5916,0.5923,0.5946,0.6076,0.6275
80,0.6005,0.5941,0.6013,0.6039,0.6141,0.6016,0.6013,0.6057,0.6077,0.5818,0.6292
81,0.6014,0.5948,0.6085,0.6053,0.6094,0.6081,0.6065,0.5975,0.602,0.6051,0.6287
82,0.608,0.6054,0.6026,0.6066,0.607,0.5869,0.6035,0.5873,0.5904,0.6023,0.6275
83,0.5931,0.6079,0.5952,0.5938,0.5994,0.5829,0.5869,0.604,0.6076,0.6053,0.6288
84,0.5985,0.5875,0.6119,0.6082,0.6076,0.6088,0.5963,0.5812,0.5975,0.5968,0.6296
85,0.5946,0.603,0.613,0.5963,0.6129,0.6109,0.6082,0.5973,0.5911,0.6063,0.6309
86,0.5866,0.5997,0.5913,0.6095,0.5906,0.6064,0.5958,0.598,0.6013,0.602,0.6334
87,0.6015,0.608,0.602,0.607,0.6125,0.5887,0.5921,0.6017,0.6146,0.6066,0.6307
88,0.6037,0.6093,0.6066,0.6129,0.6085,0.5966,0.6063,0.6042,0.599,0.6171,0.6298
89,0.5926,0.6058,0.6069,0.6053,0.6155,0.5998,0.6015,0.6014,0.6008,0.6111,0.6296
90,0.6092,0.5816,0.6114,0.6159,0.6043,0.6079,0.6003,0.6046,0.5979,0.6042,0.6291
91,0.6059,0.5988,0.5936,0.609,0.5994,0.6086,0.6065,0.5853,0.6034,0.6082,0.6307
92,0.5984,0.6013,0.6071,0.6005,0.6041,0.6079,0.6031,0.6058,0.6027,0.6076,0.6332
93,0.5757,0.6034,0.5996,0.5966,0.6093,0.6099,0.5932,0.6129,0.6057,0.606,0.6315
94,0.6009,0.599,0.6093,0.6054,0.5915,0.6109,0.609,0.5937,0.5869,0.6012,0.6297
95,0.6119,0.5999,0.6123,0.5986,0.6027,0.6071,0.611,0.5949,0.6124,0.6042,0.6297
96,0.6,0.6046,0.602,0.6166,0.6066,0.6089,0.5994,0.599,0.6008,0.5887,0.6344
97,0.5978,0.5977,0.6068,0.595,0.6106,0.6132,0.5953,0.6081,0.6166,0.6158,0.6322
98,0.6012,0.6089,0.6053,0.6131,0.602,0.6147,0.6025,0.6125,0.6065,0.6157,0.6336
99,0.6118,0.6046,0.609,0.6128,0.6087,0.6096,0.6129,0.6101,0.6018,0.6093,0.6352
100,0.6019,0.607,0.6044,0.6017,0.6059,0.5896,0.6124,0.5951,0.6048,0.614,0.6324
