Round,Subset 1,Subset 2,Subset 3,Subset 4,Subset 5,Subset 6,Subset 7,Subset 8,Subset 9,Subset 10,Aggregated
29,0.5649,0.5524,0.5664,0.5536,0.5644,0.5554,0.5631,0.5572,0.6399,0.6451,0.6542
30,0.5607,0.5675,0.5688,0.5559,0.563,0.5558,0.56,0.5505,0.6423,0.6306,0.6535
31,0.5505,0.568,0.5465,0.5605,0.5682,0.5661,0.5561,0.5671,0.6285,0.6406,0.6552
32,0.5656,0.5174,0.5752,0.5452,0.5741,0.5555,0.5718,0.5607,0.632,0.6318,0.6512
33,0.5584,0.565,0.5656,0.5767,0.5622,0.5696,0.5692,0.5649,0.6324,0.6313,0.6513
34,0.57,0.5571,0.5477,0.5668,0.5563,0.5579,0.5522,0.5686,0.6208,0.639,0.6478
35,0.565,0.5676,0.5587,0.5565,0.5443,0.5602,0.5691,0.5638,0.624,0.6426,0.6511
36,0.5691,0.5587,0.5676,0.5683,0.57,0.553,0.5674,0.576,0.6233,0.6312,0.6422
37,0.5684,0.5678,0.5729,0.5715,0.5757,0.5509,0.5509,0.5632,0.6372,0.6397,0.6505
38,0.573,0.5782,0.5462,0.5742,0.5685,0.5596,0.5596,0.557,0.6326,0.6269,0.6469
39,0.5493,0.5684,0.5671,0.5649,0.5663,0.5684,0.5607,0.5688,0.6336,0.6258,0.6468
40,0.5507,0.5656,0.5546,0.5759,0.5633,0.5751,0.5707,0.5625,0.6127,0.6281,0.6379
41,0.567,0.5807,0.5579,0.5557,0.5753,0.5661,0.5681,0.5687,0.633,0.6423,0.652
42,0.5744,0.5696,0.5771,0.5716,0.5808,0.5635,0.5725,0.5816,0.6347,0.6365,0.6444
43,0.5536,0.5711,0.5618,0.5631,0.5752,0.5609,0.5611,0.5737,0.6273,0.629,0.6448
44,0.5745,0.581,0.5819,0.5749,0.5791,0.5695,0.5753,0.5689,0.6273,0.6325,0.646
45,0.5734,0.5513,0.5747,0.5739,0.5694,0.5647,0.5728,0.5749,0.6322,0.6143,0.6482
46,0.5565,0.5735,0.5819,0.5723,0.5706,0.5701,0.5671,0.5776,0.6272,0.6393,0.6485
47,0.5807,0.5848,0.5666,0.5736,0.5772,0.5666,0.5797,0.58,0.6347,0.6332,0.6488
48,0.576,0.558,0.5614,0.5854,0.5811,0.5704,0.5779,0.582,0.6318,0.6216,0.6458
49,0.5901,0.5848,0.543,0.5745,0.5832,0.5785,0.569,0.5675,0.6365,0.6257,0.6464
50,0.581,0.5804,0.5768,0.5765,0.5883,0.5779,0.5458,0.5682,0.6292,0.636,0.6491
51,0.5696,0.5744,0.5733,0.579,0.583,0.5734,0.5627,0.579,0.634,0.6305,0.6428
52,0.5713,0.5598,0.5763,0.5743,0.5887,0.5834,0.5535,0.5788,0.6308,0.6351,0.6475
53,0.584,0.5577,0.5755,0.5752,0.5905,0.572,0.5682,0.5578,0.633,0.6361,0.6517
54,0.57,0.5682,0.554,0.576,0.5757,0.5746,0.5611,0.5709,0.6169,0.633,0.6449
55,0.5664,0.5825,0.5811,0.5694,0.5908,0.5729,0.57,0.5703,0.6315,0.6289,0.6484
56,0.5751,0.5761,0.569,0.5678,0.5817,0.5852,0.5707,0.573,0.6141,0.6237,0.6424
57,0.5758,0.569,0.5784,0.5689,0.5891,0.5765,0.5743,0.5848,0.6342,0.6256,0.646
58,0.5872,0.5866,0.5817,0.5722,0.5787,0.5711,0.5706,0.5764,0.6375,0.6194,0.6451
59,0.5885,0.5513,0.5748,0.5759,0.5848,0.5868,0.5777,0.5788,0.6259,0.6287,0.6449
60,0.5849,0.5803,0.5842,0.5923,0.5902,0.5856,0.5638,0.5867,0.6306,0.6332,0.6439
61,0.5851,0.5741,0.5686,0.5823,0.5829,0.5649,0.5789,0.5783,0.6279,0.6349,0.6413
62,0.5848,0.5804,0.5797,0.5819,0.586,0.5853,0.5639,0.5802,0.6252,0.6188,0.6342
63,0.5865,0.5835,0.5797,0.5848,0.5877,0.5928,0.5828,0.5674,0.622,0.635,0.6431
64,0.5816,0.5817,0.5778,0.5774,0.5811,0.5827,0.5871,0.5671,0.6152,0.6349,0.6387
65,0.5839,0.5822,0.5863,0.5865,0.5912,0.5786,0.5736,0.582,0.6233,0.627,0.6402
66,0.5817,0.5868,0.5885,0.5765,0.5802,0.5892,0.5801,0.5743,0.6337,0.6283,0.6423
67,0.5764,0.585,0.5852,0.5837,0.5912,0.5902,0.5651,0.5774,0.6204,0.6258,0.6379
68,0.5867,0.5745,0.5826,0.5835,0.5933,0.5788,0.5931,0.5725,0.6197,0.6375,0.6434
69,0.5811,0.5664,0.5651,0.5904,0.5963,0.588,0.5858,0.5765,0.6254,0.6296,0.6422
70,0.5799,0.5769,0.5805,0.5857,0.5884,0.5781,0.588,0.5848,0.6321,0.6324,0.6466
71,0.5826,0.5709,0.5953,0.59,0.5902,0.5763,0.5889,0.577,0.6226,0.6211,0.6387
72,0.5716,0.586,0.5919,0.585,0.5912,0.5866,0.5759,0.5857,0.6251,0.6298,0.6432
73,0.5889,0.593,0.5774,0.5925,0.5864,0.5697,0.5744,0.5873,0.6211,0.6249,0.6376
74,0.5861,0.5859,0.5774,0.586,0.5966,0.5905,0.5821,0.5789,0.6352,0.6388,0.6478
75,0.5852,0.5851,0.5878,0.5829,0.592,0.564,0.5872,0.5892,0.6299,0.6383,0.65
76,0.5904,0.5831,0.5773,0.5881,0.5977,0.5842,0.5793,0.5869,0.6057,0.6293,0.643
77,0.589,0.5937,0.5805,0.5827,0.5994,0.5941,0.5834,0.5719,0.624,0.6276,0.6411
78,0.582,0.5949,0.5854,0.5785,0.5916,0.5752,0.5784,0.5763,0.6388,0.6152,0.6438
79,0.5825,0.5857,0.5827,0.5864,0.5899,0.5956,0.5812,0.5979,0.6363,0.6213,0.6461
80,0.5854,0.5914,0.5667,0.5967,0.5884,0.5758,0.5774,0.5832,0.6245,0.6214,0.6444
81,0.5903,0.5823,0.5883,0.5746,0.5919,0.5805,0.5923,0.5862,0.6353,0.6298,0.6426
82,0.5923,0.5852,0.5822,0.5896,0.5851,0.583,0.5933,0.5915,0.6361,0.6259,0.6431
83,0.5835,0.5988,0.5793,0.5874,0.5991,0.5879,0.5895,0.5633,0.6296,0.6277,0.644
84,0.5959,0.582,0.5791,0.5873,0.5947,0.5918,0.5888,0.5934,0.6304,0.6262,0.6452
85,0.5885,0.5905,0.5892,0.5722,0.5879,0.5895,0.5791,0.5829,0.6315,0.615,0.6374
86,0.5931,0.5917,0.5901,0.5872,0.5925,0.5921,0.5954,0.5719,0.6239,0.6343,0.6423
87,0.5812,0.5919,0.5734,0.5901,0.5971,0.5881,0.5801,0.5817,0.6249,0.6222,0.6363
88,0.5936,0.5808,0.5688,0.5858,0.5963,0.5836,0.5897,0.5721,0.632,0.6257,0.6442
89,0.5937,0.5979,0.5894,0.5901,0.5899,0.589,0.5818,0.5824,0.6234,0.6212,0.6374
90,0.5815,0.5957,0.5804,0.5799,0.5888,0.5923,0.5828,0.5989,0.634,0.6257,0.6446
91,0.5926,0.5923,0.5809,0.5799,0.5988,0.5877,0.584,0.5955,0.6142,0.6273,0.637
92,0.5854,0.585,0.5966,0.5921,0.5955,0.5924,0.5944,0.5928,0.6267,0.6317,0.638
93,0.6012,0.5918,0.5871,0.5897,0.5716,0.5927,0.5814,0.5734,0.6208,0.6254,0.641
94,0.5931,0.597,0.5925,0.5881,0.5823,0.5884,0.6043,0.5913,0.6293,0.6339,0.6416
95,0.5907,0.5878,0.59,0.5988,0.5996,0.5816,0.5923,0.5841,0.6204,0.6241,0.6422
96,0.5994,0.5851,0.5961,0.5882,0.5863,0.5875,0.5812,0.5872,0.6247,0.6295,0.6401
97,0.5947,0.5794,0.5752,0.5778,0.5886,0.5926,0.5774,0.5874,0.6269,0.6307,0.6421
98,0.5912,0.5861,0.6059,0.5808,0.5969,0.5923,0.5949,0.59,0.6313,0.6263,0.6402
99,0.59,0.5954,0.589,0.5924,0.6001,0.5935,0.5949,0.6005,0.6323,0.6301,0.6451
100,0.5907,0.5831,0.5931,0.5931,0.5946,0.5962,0.5983,0.5919,0.6241,0.635,0.6384
